ID Produk,Kategori Produk,Nama Produk,Harga,Deksripsi,Concatenated
1ddbcfa5-80b2-48bb-b151-e755de9db945,Kesehatan,Masker Merah Putih (Tenun Gumise) Uniwis Lombok,19500,Masker Merah Putih (Tenun Gumise) Uniwis Lombokmasker 3 plyterdapat dua varian produk yakni warna merah putih dan warna merah (silahkan cek variasi produk),Masker Merah Putih (Tenun Gumise) Uniwis Lombok 19500 Masker Merah Putih (Tenun Gumise) Uniwis Lombokmasker 3 plyterdapat dua varian produk yakni warna merah putih dan warna merah (silahkan cek variasi produk)
1ddbcfa5-80b2-48bb-b151-e755de9db946,Kesehatan,Masker Merah Putih (Tenun Gumise) Uniwis Lombok,19500,Masker Merah Putih (Tenun Gumise) Uniwis Lombokmasker 3 plyterdapat dua varian produk yakni warna merah putih dan warna merah (silahkan cek variasi produk),Masker Merah Putih (Tenun Gumise) Uniwis Lombok 19500 Masker Merah Putih (Tenun Gumise) Uniwis Lombokmasker 3 plyterdapat dua varian produk yakni warna merah putih dan warna merah (silahkan cek variasi produk)
02496174-8e5d-4ca6-9e57-c641476ef155,Kerajinan,Toples Gerabah Penakak,21000,"Toples Gerabah Penakaktoples multifungsi yang terbuat dari tanah liat kualitas tinggi daerah penakak desa masbagik, kec lombok timurbeli dan bela produk lokal","Toples Gerabah Penakak 21000 Toples Gerabah Penakaktoples multifungsi yang terbuat dari tanah liat kualitas tinggi daerah penakak desa masbagik, kec lombok timurbeli dan bela produk lokal"
ba493cb4-3ed4-4a2b-8b91-f11bb7543406,Kerajinan,Pot Kepala Kucing Gerabah Penakak,29000,"Pot Kepala Kucing Gerabah Penakakpot dengan kepala kucing, bisa dibuat sebagai pot kaktus mini","Pot Kepala Kucing Gerabah Penakak 29000 Pot Kepala Kucing Gerabah Penakakpot dengan kepala kucing, bisa dibuat sebagai pot kaktus mini"
191d3d74-6b8f-4406-b224-6085059bdfa8,Kerajinan,Pot Bundar Merah Gerabah Penakak,58000,Pot Bundar Merah Gerabah PenakakPot bundar dengan ukiran garisan sangat cantik untuk menghiasi sudut rumah anda,Pot Bundar Merah Gerabah Penakak 58000 Pot Bundar Merah Gerabah PenakakPot bundar dengan ukiran garisan sangat cantik untuk menghiasi sudut rumah anda
67ebe0de-dff1-4539-ab1f-ecaccd4d11de,Kerajinan,Pendupa Gerabah Penakak,40000,"Pendupa Gerabah Penakak Pendupa terbuat dari tanah liat kualitas terbaik di daerah Desa Penakak Kabupaten Lombok Timur, beli Pendupa sekarang juga sebagai pelengkap kegiatan spiritiualmu hanya di NTB Mall!","Pendupa Gerabah Penakak 40000 Pendupa Gerabah Penakak Pendupa terbuat dari tanah liat kualitas terbaik di daerah Desa Penakak Kabupaten Lombok Timur, beli Pendupa sekarang juga sebagai pelengkap kegiatan spiritiualmu hanya di NTB Mall!"
bd8dd303-f7cd-4913-bc3d-d7ac4ff69343,Kerajinan,Mangkok Kuping Gerabah Penakak,64500,"Mangkok Kuping Gerabah Penakak mangkok dengan tutup dan pegangan yang sekilas terlihat kuping ini merupakan produk unggulan dari Gerabah Penakak, proses pembuatan yang melalui pemilihan tanah liat yang kualitas tinggi menjadikan produk dari Gerabah Penakak lebih kokoh dari produk gerabah dari daerah lain.","Mangkok Kuping Gerabah Penakak 64500 Mangkok Kuping Gerabah Penakak mangkok dengan tutup dan pegangan yang sekilas terlihat kuping ini merupakan produk unggulan dari Gerabah Penakak, proses pembuatan yang melalui pemilihan tanah liat yang kualitas tinggi menjadikan produk dari Gerabah Penakak lebih kokoh dari produk gerabah dari daerah lain."
80282da1-42ec-4b0a-a392-8560dd59f634,Kerajinan,Mangkok Kecil Cat Penakak,23000,"Mangkok Kecil Cat PenakakMangkok kecil yang terbuat dari tanah liat yang berkualitas sehingga menjadi gerabah kualitas yang bagus, mangkok ini juga bisa dialihfungsikan menjadi wadah lainnya","Mangkok Kecil Cat Penakak 23000 Mangkok Kecil Cat PenakakMangkok kecil yang terbuat dari tanah liat yang berkualitas sehingga menjadi gerabah kualitas yang bagus, mangkok ini juga bisa dialihfungsikan menjadi wadah lainnya"
cd50a008-2618-485d-9c7e-fb2fdd37d8af,Kerajinan,Mangkok Cuci Tangan / Mangkok Multifungsi Gerabah Penakak,35000,"Mangkok Cuci Tangan / Mangkok Multifungsi Gerabah PenakakMangkok yang terbuat dari tanah liat kualitas terbaik daerah Lombok Timur, bisa difungsikan sebagai wadah apapun, seperti tempat permen, wadah makanan ringan, dan ataupun sebagai wadah cuci tangan saat makan bersama keluargaYou'll help lots of Artisans if you make a purchase #BeladanBeliProdukLokal #SemuaAdaSemuaBisa","Mangkok Cuci Tangan / Mangkok Multifungsi Gerabah Penakak 35000 Mangkok Cuci Tangan / Mangkok Multifungsi Gerabah PenakakMangkok yang terbuat dari tanah liat kualitas terbaik daerah Lombok Timur, bisa difungsikan sebagai wadah apapun, seperti tempat permen, wadah makanan ringan, dan ataupun sebagai wadah cuci tangan saat makan bersama keluargaYou'll help lots of Artisans if you make a purchase #BeladanBeliProdukLokal #SemuaAdaSemuaBisa"
de86876e-1eb4-4913-937c-42a6acd9c450,Kerajinan,Kocor Pengalir Cat Gerabah Penakak,50000,"Kocor Pengalir Cat Gerabah PenakakKocor (wadah air) yang terbuat dari tanah liat kualitas terbaik daerah Penakak Lombok Timur, bisa difungsikan sebagai wadah cat dan yang lainnyaYou'll help lots of Artisans if you make a purchase! #BeladanBeliProdukLokal #SemuaAdaSemuaBisa","Kocor Pengalir Cat Gerabah Penakak 50000 Kocor Pengalir Cat Gerabah PenakakKocor (wadah air) yang terbuat dari tanah liat kualitas terbaik daerah Penakak Lombok Timur, bisa difungsikan sebagai wadah cat dan yang lainnyaYou'll help lots of Artisans if you make a purchase! #BeladanBeliProdukLokal #SemuaAdaSemuaBisa"
92b9c883-8799-4204-a4e9-d023833123f1,Kerajinan,Kocor Besar Rotan Gerabah Penakak,58500,Kocor Besar Rotan Gerabah PenakakKocor (wadah air minum) yang terbuat dari tanah liat berkualitas di daerah Penakak Lombok Timur membuat kocor ini kokoh dan kuat dibanding dengan hasil kerajinan gerabah lainnyaYou will help lots of Artisans if you make a purchase #BeladanBeliProdukLokal #SemuaAdaSemuaBisa,Kocor Besar Rotan Gerabah Penakak 58500 Kocor Besar Rotan Gerabah PenakakKocor (wadah air minum) yang terbuat dari tanah liat berkualitas di daerah Penakak Lombok Timur membuat kocor ini kokoh dan kuat dibanding dengan hasil kerajinan gerabah lainnyaYou will help lots of Artisans if you make a purchase #BeladanBeliProdukLokal #SemuaAdaSemuaBisa
30e12918-f320-4ab2-ad9f-624fa12d3146,Kerajinan,Centong Rotan Ketak Gerabah Penakak,25000,"Centong Rotan Ketak Gerabah PenakakCentong yang terbuat dari tanah liat kualitas terbaik dari Desa Penakak Lombok Timur yang dibaluti dengan tumbuhan rotan pada pegangannya, dapat digunakan sebagai wadah fungsional ataupun hanya sekedar hiasan di sudut rumah kamu,you will help lots of Artisans if you make a purchase, so buy now to prove that you are #BeladanBeliProdukLoka #SemuaAdaSemuaBisa","Centong Rotan Ketak Gerabah Penakak 25000 Centong Rotan Ketak Gerabah PenakakCentong yang terbuat dari tanah liat kualitas terbaik dari Desa Penakak Lombok Timur yang dibaluti dengan tumbuhan rotan pada pegangannya, dapat digunakan sebagai wadah fungsional ataupun hanya sekedar hiasan di sudut rumah kamu,you will help lots of Artisans if you make a purchase, so buy now to prove that you are #BeladanBeliProdukLoka #SemuaAdaSemuaBisa"
15006452-b065-476c-9c65-8c0798b90e34,Kerajinan,Asbak Manggis Gerabah Penakak,23000,"Asbak Manggis Gerabah PenakakAsbak gerabah yang berbentuk buah manggis ini tidak hanya berfungsi sebagai ampas rokok namun juga bisa dialihfungsikan sebagai wadah multifungsi yang bisa menyimpan koleksi barang kecilmu di rumah,you will help lots of artisans in you make a purchase, prove the world that you are contributing on #BeladanBeliProdukLokal","Asbak Manggis Gerabah Penakak 23000 Asbak Manggis Gerabah PenakakAsbak gerabah yang berbentuk buah manggis ini tidak hanya berfungsi sebagai ampas rokok namun juga bisa dialihfungsikan sebagai wadah multifungsi yang bisa menyimpan koleksi barang kecilmu di rumah,you will help lots of artisans in you make a purchase, prove the world that you are contributing on #BeladanBeliProdukLokal"
2891166b-3dcb-44b6-a505-1f3490f555bb,Kerajinan,1 Set Pot Kecil Gerabah Penakak,41000,"1 Set Pot Kecil Gerabah PenakakTerbuat dari tanah kualitas terbaik dari Desa Penakak, Masbagik Lombok Timur, harga yang tertera untuk 1 set gerabah cantik (jumlah 3 pcs).Ayo check out sekarang #BeladanBeliProdukLokal #SemuaAdaSemuaBisa","1 Set Pot Kecil Gerabah Penakak 41000 1 Set Pot Kecil Gerabah PenakakTerbuat dari tanah kualitas terbaik dari Desa Penakak, Masbagik Lombok Timur, harga yang tertera untuk 1 set gerabah cantik (jumlah 3 pcs).Ayo check out sekarang #BeladanBeliProdukLokal #SemuaAdaSemuaBisa"
fe82cb34-0706-42ba-a831-8969776492a0,Kerajinan,Tempat Dupa Hitam Gerabah Penakak,32000,"Tempat Dupa Hitam Gerabah PenakakTempat dupa hitam yang terbuat dari tanah liat terbaik di Desa Penakak Lombok Timur dengan gambar Yin & Yang di atasnya.Secara general, arti Yin & Yang adalah sebuah keseimbangan, Yin & Yang adalah konsep hidup yang percaya bahwa tiap hal memiliki dua unsur yang berlawanan namun justru hal itu yang lah yang menyatukan kedua unsur tersebut.Tempat dupa hitam dengan gambar Yin & Yang ini dapat melengkapi ketenangan kamu saat kegiatan spiritual, yuk beli sekarang!","Tempat Dupa Hitam Gerabah Penakak 32000 Tempat Dupa Hitam Gerabah PenakakTempat dupa hitam yang terbuat dari tanah liat terbaik di Desa Penakak Lombok Timur dengan gambar Yin & Yang di atasnya.Secara general, arti Yin & Yang adalah sebuah keseimbangan, Yin & Yang adalah konsep hidup yang percaya bahwa tiap hal memiliki dua unsur yang berlawanan namun justru hal itu yang lah yang menyatukan kedua unsur tersebut.Tempat dupa hitam dengan gambar Yin & Yang ini dapat melengkapi ketenangan kamu saat kegiatan spiritual, yuk beli sekarang!"
f47dc447-3ea7-443b-970a-100b5c01c4ce,Kerajinan,Tempat Dupa Merah Gerabah Penakak,32000,"Tempat Dupa Merah Gerabah PenakakTempat dupa merah yang terbuat dari tanah liat terbaik di Desa Penakak Lombok Timur dengan gambar Yin & Yang di atasnya.Secara general, arti Yin & Yang adalah sebuah keseimbangan, Yin & Yang adalah konsep hidup yang percaya bahwa tiap hal memiliki dua unsur yang berlawanan namun justru hal itu yang lah yang menyatukan kedua unsur tersebut.Tempat dupa merah dengan gambar Yin & Yang ini dapat melengkapi ketenangan kamu saat kegiatan spiritual, yuk beli sekarang!","Tempat Dupa Merah Gerabah Penakak 32000 Tempat Dupa Merah Gerabah PenakakTempat dupa merah yang terbuat dari tanah liat terbaik di Desa Penakak Lombok Timur dengan gambar Yin & Yang di atasnya.Secara general, arti Yin & Yang adalah sebuah keseimbangan, Yin & Yang adalah konsep hidup yang percaya bahwa tiap hal memiliki dua unsur yang berlawanan namun justru hal itu yang lah yang menyatukan kedua unsur tersebut.Tempat dupa merah dengan gambar Yin & Yang ini dapat melengkapi ketenangan kamu saat kegiatan spiritual, yuk beli sekarang!"
fe086222-6176-4236-bf85-6289dd0435ba,Kerajinan,Tempat Pengharum Gerabah Penakak,32000,"Tempat Pengharum Gerabah PenakakGerabah kualitas terbaik yang berasal dari Desa Penakak, Masbagik, Lombok Timur, you can also add candle into this tiny little art.Lots of people are helped if you decided to buy this.#BeladanBeliProdukLokal","Tempat Pengharum Gerabah Penakak 32000 Tempat Pengharum Gerabah PenakakGerabah kualitas terbaik yang berasal dari Desa Penakak, Masbagik, Lombok Timur, you can also add candle into this tiny little art.Lots of people are helped if you decided to buy this.#BeladanBeliProdukLokal"
e088ac28-bf80-4f2b-93a6-12bdf90e1298,Kerajinan,Ceret Maling Penakak / Kendi,70000,"Ceret Maling Penakak (Kendi khas Lombok Timur)Ceret maling penakak adalah kerajinan khas yang terbuat dari tanah liat. Berasal dari Desa Penakak, Masbagik, Lombok Timur, ceret maling ini memiliki ciri khas tersendiri yang tidak ditemukan di daerah lain.Keunikan itu terdapat pada cara mengisi air pada ceret (kendi) ini, yakni air dimasukkan dari bagian bawah ceret dan keluar dari atas, ceret (kendi) maling ini tidak memiliki tutup yang bisa dibuka tutup seperti kendi pada umumnya, namun hal tersebut tidak merusak fungsi kendi sebagai wadah menyimpan air minum, air tidak akan tempuh meskipun design kendinya sedemikian rupa.Lihat foto produk untuk lebih detailnyaPenasaran bagaimana cara kerjanya? yuk check out sekarang juga!","Ceret Maling Penakak / Kendi 70000 Ceret Maling Penakak (Kendi khas Lombok Timur)Ceret maling penakak adalah kerajinan khas yang terbuat dari tanah liat. Berasal dari Desa Penakak, Masbagik, Lombok Timur, ceret maling ini memiliki ciri khas tersendiri yang tidak ditemukan di daerah lain.Keunikan itu terdapat pada cara mengisi air pada ceret (kendi) ini, yakni air dimasukkan dari bagian bawah ceret dan keluar dari atas, ceret (kendi) maling ini tidak memiliki tutup yang bisa dibuka tutup seperti kendi pada umumnya, namun hal tersebut tidak merusak fungsi kendi sebagai wadah menyimpan air minum, air tidak akan tempuh meskipun design kendinya sedemikian rupa.Lihat foto produk untuk lebih detailnyaPenasaran bagaimana cara kerjanya? yuk check out sekarang juga!"
dee7d9de-d737-4ed3-b748-e77f01c0170e,Mutiara & Aksesoris,Jam Tangan Kain Tenun,219000,"Jam Tenun Jones | Jam Tangan Kain TenunCocok untuk digunakan perempuan dan laki-lakiTerdapat varian warna dan corak, cek varian produk untuk melihatswipe foto produk untuk melihat produk lebih detail dan beragamBela dan Beli Produk Lokal","Jam Tangan Kain Tenun 219000 Jam Tenun Jones | Jam Tangan Kain TenunCocok untuk digunakan perempuan dan laki-lakiTerdapat varian warna dan corak, cek varian produk untuk melihatswipe foto produk untuk melihat produk lebih detail dan beragamBela dan Beli Produk Lokal"
22fdedc9-d5fe-4534-9c4f-db6c12127cab,Kecantikan,Sabun Batang Morikai Moringa Kidom,33700,Sabun Batang Morikai Moringa Kidomsabun 100% organic yang terbuat dari daun kelorManfaat daun kelor untuk kecantikan tubuh ialah :- Menghidrasi kulit kering- Mengatasi jerawat muka dan back acne (jerawat punggung)- Mengurangi minyak berlebih di wajah- Mengurangi tanda penuaan- Pembentukan kolagen alami di kulit,Sabun Batang Morikai Moringa Kidom 33700 Sabun Batang Morikai Moringa Kidomsabun 100% organic yang terbuat dari daun kelorManfaat daun kelor untuk kecantikan tubuh ialah :- Menghidrasi kulit kering- Mengatasi jerawat muka dan back acne (jerawat punggung)- Mengurangi minyak berlebih di wajah- Mengurangi tanda penuaan- Pembentukan kolagen alami di kulit
32a975b8-bbd6-41dd-bf6b-4bf385e9e79a,Makanan & Minuman,Coklat Lombok Jeruk Ankrella 70 Gr,50000,"Coklat Lombok Jeruk Ankrella Product of Indonesia (produced by UD. Wida Chocolate, Cakes and Cookies Ampenan, Mataram)Milk Chocolate, Jeruk- Netto 70 gr- Lengkap dengan nutrition facts (informasi nilai gizi)- Komposisi : lemat cokelat, cokelat bubuk, coklat compoun, gila, susu, dan olahan jerukBela & Beli Produk Lokal, Oleh-Oleh khas Lombok","Coklat Lombok Jeruk Ankrella 70 Gr 50000 Coklat Lombok Jeruk Ankrella Product of Indonesia (produced by UD. Wida Chocolate, Cakes and Cookies Ampenan, Mataram)Milk Chocolate, Jeruk- Netto 70 gr- Lengkap dengan nutrition facts (informasi nilai gizi)- Komposisi : lemat cokelat, cokelat bubuk, coklat compoun, gila, susu, dan olahan jerukBela & Beli Produk Lokal, Oleh-Oleh khas Lombok"
9325c2d4-39c3-49fd-8226-2005cdaecc06,Makanan & Minuman,Lombok Coklat Gula Aren Ankrella,45000,"Lombok Coklat Gula Aren Ankrella- Diproduksi oleh Wida Chocolate Cake & Cookies, Ampenan, Mataram- Netto 60 gr- Dibuat dari biji cokelat lokal Lomok sehingga memiliki citarasa dan aroma cokelat yang khas, unik, elegan dan sehat karena banyak mengandung manfaat cokelat- bersertifikasi halal MUII LOVE LOMBOK, Produk Oleh Oleh Khas Lombok#BeladanBeliProdukLokal","Lombok Coklat Gula Aren Ankrella 45000 Lombok Coklat Gula Aren Ankrella- Diproduksi oleh Wida Chocolate Cake & Cookies, Ampenan, Mataram- Netto 60 gr- Dibuat dari biji cokelat lokal Lomok sehingga memiliki citarasa dan aroma cokelat yang khas, unik, elegan dan sehat karena banyak mengandung manfaat cokelat- bersertifikasi halal MUII LOVE LOMBOK, Produk Oleh Oleh Khas Lombok#BeladanBeliProdukLokal"
31880135-4467-4833-a8e2-33a9b759c227,Makanan & Minuman,Lombok Coklat Kopi AnKrella,45000,"Lombok Coklat Kopi AnKrella dari UD Wida Chocolate- Made from Lombok local chocolate- dibuat dari biji coklat lokal Lombok sehingga memiliki cita rasa dan aroma cokelat yang khas, unik, elegan dan sehat karena banyak mengandung manfaat cokelat- Komposisi Biji cokelat/cokelat bubuk, lemak cokelat, gula, kopi, dll- bersertifikasi halal dan nomor PIRT- Netto : 60 gr","Lombok Coklat Kopi AnKrella 45000 Lombok Coklat Kopi AnKrella dari UD Wida Chocolate- Made from Lombok local chocolate- dibuat dari biji coklat lokal Lombok sehingga memiliki cita rasa dan aroma cokelat yang khas, unik, elegan dan sehat karena banyak mengandung manfaat cokelat- Komposisi Biji cokelat/cokelat bubuk, lemak cokelat, gula, kopi, dll- bersertifikasi halal dan nomor PIRT- Netto : 60 gr"
3fbd54b6-c6e0-4fa4-b1ef-68187c2ad6fc,Makanan & Minuman,Coklat Jahe Toples Ankrella Wida Chocolate,37000,"Coklat Jahe Toples Ankrella Wida ChocolateCoklat dengan rasa sensasi jahe dari UD Wida ChocolateOleh oleh khas Lombok komposisi cokelat dark compound , olahan jahe, dllbersertifikasi halal MUIOleh oleh khas Lombok","Coklat Jahe Toples Ankrella Wida Chocolate 37000 Coklat Jahe Toples Ankrella Wida ChocolateCoklat dengan rasa sensasi jahe dari UD Wida ChocolateOleh oleh khas Lombok komposisi cokelat dark compound , olahan jahe, dllbersertifikasi halal MUIOleh oleh khas Lombok"
bfdfc3b1-f60a-4533-9076-ef7fb6d24832,Makanan & Minuman,Coklat Kopi Toples UD Wida Chocolate,37000,"Coklat Kopi Toples UD Wida ChocolateCoklat homemade dengan perpaduan kopi asli Lombok menghasilkan sensasi menikmati coklat yang berbeda dan tentunya enakKomposisi : Cokelat Dark Compound, olahan kopiBersertifikasi Halal MUIOleh-oleh khas Lombok","Coklat Kopi Toples UD Wida Chocolate 37000 Coklat Kopi Toples UD Wida ChocolateCoklat homemade dengan perpaduan kopi asli Lombok menghasilkan sensasi menikmati coklat yang berbeda dan tentunya enakKomposisi : Cokelat Dark Compound, olahan kopiBersertifikasi Halal MUIOleh-oleh khas Lombok"
3a74a0b6-76b9-4886-8b93-2fee48bfc862,Makanan & Minuman,Coklat Strawberry In Jar An Krella,37000,"Coklat Strawberry in Jar An Krella UD Wida ChocolateCoklat dengan sensasi strawberry memberikan sensasi makan coklat yang berbeda dan lebih nikmatKomposisi: Cokelat dark compound, olahan strawberry, dllbersertifikasi halal MUIOleh-oleh khas Lombok","Coklat Strawberry In Jar An Krella 37000 Coklat Strawberry in Jar An Krella UD Wida ChocolateCoklat dengan sensasi strawberry memberikan sensasi makan coklat yang berbeda dan lebih nikmatKomposisi: Cokelat dark compound, olahan strawberry, dllbersertifikasi halal MUIOleh-oleh khas Lombok"
